rank,personName,age,finalWorth,category,countryOfCitizenship,organization,selfMade,gender,birthDate,title
1929,Kong Jian Min,54,1500,Real Estate,China,,True,M,1968-01-01,
1929,Hemendra Kothari,75,1500,Finance & Investments,India,,False,M,1946-08-26,
1929,Eduard Kucera,69,1500,Technology,Czechia,,True,M,1953-01-11,
1929,Christopher Kwok,36,1500,Real Estate,Hong Kong,,False,M,1986-04-01,
1929,Edward Kwok,41,1500,Real Estate,Hong Kong,,False,M,1981-04-01,
1929,Joe Lacob,66,1500,Sports,United States,,True,M,1956-01-10,
1929,Lai Jianfa,52,1500,Logistics,China,,True,M,,
1929,Manuel Lao Hernández,77,1500,Gambling & Casinos,Spain,,True,M,1944-06-10,
1929,Lee Joon-ho,57,1500,Technology,South Korea,NHN Entertainment,True,M,1964-09-17,
1929,Manfredi Lefebvre d'Ovidio & family,68,1500,Service,Italy,,False,M,1953-04-30,
1929,Li Jinyang,,1500,Metals & Mining,China,,False,F,,
1929,Li Ming,,1500,Finance & Investments,China,,True,M,,
1929,Zhen Li & family,58,1500,Manufacturing,China,,True,M,1964-01-23,
1929,Rongfu Lu,51,1500,Telecom,China,,True,M,1971-01-01,
1929,Rafique Malik,71,1500,Fashion & Retail,India,,False,M,1950-10-31,
1929,Youssef Mansour,76,1500,Diversified,Egypt,,True,M,1945-05-21,
1929,Mao Lixiang & family,81,1500,Technology,China,,True,M,1941-01-01,
1929,David McMurtry,81,1500,Manufacturing,United Kingdom,,True,M,1940-05-03,
1929,Meng Qingshan & family,73,1500,Manufacturing,China,,True,M,1948-11-17,
1929,Alan Miller & family,84,1500,Healthcare,United States,,True,M,1937-08-17,
1929,Greg Mondre,47,1500,Finance & Investments,United States,,True,M,1974-05-20,
1929,Massimo Moratti,76,1500,Energy,Italy,,False,M,1945-05-16,
1929,Robert Mouawad,77,1500,Service,Lebanon,,False,M,1945-01-01,
1929,Ezra Nahmad,76,1500,Finance & Investments,Monaco,,False,M,1945-07-31,Investor
1929,Tadako Nakatani,,1500,Healthcare,Japan,,False,F,,
1929,Kentaro Ogawa,73,1500,Food & Beverage,Japan,,True,M,1948-07-01,
1929,Jonathan Oringer,47,1500,Technology,United States,,True,M,1974-05-02,
1929,Niti Osathanugrah,48,1500,Finance & Investments,Thailand,,False,M,1974-01-01,
1929,Dragos Paval,55,1500,Fashion & Retail,Romania,,True,M,1966-06-22,
1929,Zach Perret,34,1500,Finance & Investments,United States,Plaid,True,M,1987-09-17,Cofounder
1929,Karl-Johan Persson,47,1500,Fashion & Retail,Sweden,,False,M,1975-03-25,
1929,Markus Persson,42,1500,Media & Entertainment,Sweden,,True,M,1979-06-01,Entrepreneur
1929,Tom Persson,37,1500,Fashion & Retail,Sweden,,False,M,1985-01-01,
1929,Kevin Plank,49,1500,Fashion & Retail,United States,Under Armour,True,M,1972-08-13,Chairman and CEO
1929,Andreas Pohl,57,1500,Finance & Investments,Germany,,False,M,1964-07-28,
1929,Reinfried Pohl; Jr.,62,1500,Finance & Investments,Germany,,False,M,1959-11-02,
1929,Michael Polsky,73,1500,Energy,United States,,True,M,1949-01-01,
1929,Qin Long,56,1500,Manufacturing,China,,True,M,1965-07-01,
1929,G. M. Rao,71,1500,Logistics,India,,True,M,1950-07-01,
1929,Mike Repole,54,1500,Food & Beverage,United States,,True,M,1968-01-21,
1929,Fernando Roig,74,1500,Fashion & Retail,Spain,,False,M,1947-06-25,
1929,Christopher Rokos,51,1500,Finance & Investments,United Kingdom,Rokos Capital Management,True,M,1970-09-21,CEO & Founder 
1929,Fayez Sarofim,93,1500,Finance & Investments,United States,,False,M,1928-11-19,
1929,Antonio Luiz Seabra,79,1500,Fashion & Retail,Brazil,,True,M,1943-01-01,Entrepreneur
1929,Amnon Shashua,61,1500,Automotive,Israel,,True,M,1960-05-26,
1929,Yuri Shefler,54,1500,Food & Beverage,Russia,,True,M,1967-09-10,
1929,Mikhail Shelkov,53,1500,Metals & Mining,Russia,,True,M,1968-05-30,
1929,Charlotte Soderstrom,45,1500,Fashion & Retail,Sweden,,False,F,1977-01-01,
1929,Edwin Soeryadjaya,72,1500,Energy,Indonesia,,False,M,1949-07-17,
1929,Thomas Steyer,64,1500,Finance & Investments,United States,,True,M,1957-06-27,
1929,Kevin Systrom,38,1500,Technology,United States,Instagram,True,M,1983-12-30,Cofounder
1929,Tang Binsen,39,1500,Food & Beverage,China,,True,M,1982-12-12,
1929,Hary Tanoesoedibjo,56,1500,Media & Entertainment,Indonesia,,True,M,1965-09-26,
1929,Jonathan Tisch,68,1500,Diversified,United States,,False,M,1953-12-07,
1929,Wilma Tisch,94,1500,Finance & Investments,United States,,False,F,1927-06-25,
1929,Kenny Troutt,74,1500,Telecom,United States,,True,M,1948-01-08,
1929,Thomas von Koch,56,1500,Finance & Investments,Sweden,,True,M,1966-03-24,
1929,Junjin Wang,53,1500,Service,China,,True,M,1968-12-01,
1929,Wang Zelong,25,1500,Metals & Mining,China,,False,M,1996-07-01,
1929,Myron Wentz,82,1500,Fashion & Retail,St. Kitts and Nevis,,True,M,1940-01-01,
1929,Kaiting Wu,52,1500,Telecom,Hong Kong,,True,M,1969-12-01,
1929,Xiong Wu,46,1500,Technology,China,,True,M,1976-01-01,
1929,Xu Wanmao,77,1500,Service,China,,True,M,1945-01-01,
1929,Xu Zhenhua,,1500,Media & Entertainment,China,,True,M,,
1929,Xue Jiping,71,1500,Telecom,China,,True,M,1951-01-01,
1929,Yang Jian,50,1500,Real Estate,China,,True,M,1972-01-01,
1929,Justin Yuan,,1500,Media & Entertainment,China,,True,M,,
1929,Xinghai Zhang & family,59,1500,Manufacturing,China,,True,M,1963-01-01,
1929,Xuansong Zhang,50,1500,Fashion & Retail,China,,True,M,1971-10-09,
1929,Zhang Yin,65,1500,Manufacturing,China,,True,F,1957-02-01,
1929,Chengjian Zhou,56,1500,Fashion & Retail,China,,True,M,1965-04-30,
2076,Radhe Shyam Agarwal,77,1400,Fashion & Retail,India,,True,M,1945-02-01,
2076,Syed Mokhtar AlBukhary,70,1400,Construction & Engineering,Malaysia,,True,M,1951-12-12,
2076,Nerio Alessandri,60,1400,Manufacturing,Italy,,True,M,1961-04-08,
2076,Patricia Angelini Rossi,68,1400,Diversified,Chile,,False,F,1954-04-05,
2076,Tope Awotona,40,1400,Technology,United States,Calendly,True,M,1981-04-22,Entrepreneur
2076,Elena Baturina,59,1400,Construction & Engineering,Russia,,True,F,1963-03-08,
2076,Sabrina Benetton,48,1400,Fashion & Retail,Italy,,False,F,1973-10-04,Entrepreneur
2076,Thomas Bruch,71,1400,Fashion & Retail,Germany,,False,M,1950-04-25,
2076,Marina Budiman,60,1400,Technology,Indonesia,,True,F,1961-09-05,
2076,Stewart Butterfield,49,1400,Technology,Canada,Slack Technologies,True,M,1973-03-21,Cofounder and CEO
2076,Richard Chang,75,1400,Real Estate,Taiwan,,True,M,1947-01-01,
2076,Chen Tianqiao,48,1400,Technology,China,,True,M,1973-05-16,
2076,Chen Wenyuan & family,54,1400,Technology,China,,True,M,1968-01-01,
2076,Cheng Antares,64,1400,Food & Beverage,Hong Kong,,True,M,1957-11-01,
2076,Chin Jong Hwa,63,1400,Automotive,Taiwan,,True,M,1958-06-01,Entrepreneur
2076,Cho Jyh-jer,,1400,Technology,Taiwan,,True,M,,
2076,Jim Crane,68,1400,Sports,United States,,True,M,1954-01-17,
2076,Thierry Cruanes,54,1400,Technology,United States,,True,M,1967-06-23,
2076,Benoit Dageville,55,1400,Technology,United States,,True,M,1966-06-29,
2076,Weili Dai,60,1400,Technology,United States,Marvell Technology Group,True,F,1961-09-14,Cofounder-President
2076,Darwin Deason,81,1400,Service,United States,,True,M,1940-05-14,
2076,Diego Della Valle,68,1400,Fashion & Retail,Italy,,False,M,1953-12-30,
2076,Deng Yingzhong,71,1400,Manufacturing,China,,True,M,1951-01-01,
2076,Ding Shui Po,51,1400,Fashion & Retail,China,,False,M,1970-11-01,
2076,Mark Dixon,62,1400,Real Estate,United Kingdom,,True,M,1959-11-02,
2076,Du Shuanghua,57,1400,Manufacturing,China,,True,M,1965-01-01,
2076,Mukand Lal Dua,73,1400,Fashion & Retail,India,,True,M,1949-01-08,
2076,Ramesh Kumar Dua,68,1400,Fashion & Retail,India,,True,M,1954-03-24,
2076,Fan Minhua,60,1400,Healthcare,China,,True,F,1961-10-23,
2076,Hongbo Fang,55,1400,Manufacturing,China,,True,M,1967-01-01,
2076,William Foley; II.,77,1400,Finance & Investments,United States,,True,M,1944-12-29,
2076,Jayme Garfinkel & family,76,1400,Finance & Investments,Brazil,,False,M,1945-11-30,
2076,Radhe Shyam Goenka,76,1400,Fashion & Retail,India,,True,M,1946-02-01,
2076,Maggie Hardy Knox,56,1400,Service,United States,,False,F,1965-12-07,
2076,Ayman Hariri,43,1400,Construction & Engineering,Lebanon,,False,M,1978-05-16,
2076,Christoph Henkel,64,1400,Fashion & Retail,Germany,,False,M,1958-02-11,
2076,Daniel Hirschfeld,80,1400,Fashion & Retail,United States,,False,M,1941-05-31,Entrepreneur
2076,William Hockey,32,1400,Finance & Investments,United States,Plaid,True,M,1989-09-21,Cofounder
2076,Huang Guanlin,57,1400,Fashion & Retail,China,,True,M,1965-01-01,
2076,Huang Xiaofen & family,60,1400,Technology,China,,True,F,1962-01-01,
2076,Jay-Z,52,1400,Media & Entertainment,United States,Roc Nation Sports,True,M,1969-12-04,
2076,Yintai Jiang & family,71,1400,Automotive,China,,True,M,1950-07-30,
2076,Johan Johannson,55,1400,Fashion & Retail,Norway,,False,M,1967-01-01,
2076,Ramesh Juneja,66,1400,Healthcare,India,,True,M,1955-07-28,
2076,Scott Kapnick,63,1400,Finance & Investments,United States,,True,M,1959-02-09,Investor
2076,Viktor Kharitonin,49,1400,Healthcare,Russia,,True,M,1972-11-20,
2076,Kim Jun-ki,77,1400,Diversified,South Korea,Dongbu Insurance Co. Ltd.,True,M,1944-12-04,
2076,Kim Sang-yeol,61,1400,Construction & Engineering,South Korea,,True,M,1961-01-03,
2076,Christine Knauf,,1400,Manufacturing,Germany,,False,F,,
2076,Karl Knauf,,1400,Manufacturing,Germany,,False,M,,
2076,Yogesh Kothari,73,1400,Manufacturing,India,,True,M,1949-01-01,
2076,Kurt Krieger,74,1400,Fashion & Retail,Germany,,True,M,1948-04-02,Entrepreneur
2076,Mustafa Kucuk,58,1400,Fashion & Retail,Turkey,,True,M,1963-06-03,
2076,Sebastian Kulczyk,41,1400,Finance & Investments,Poland,,False,M,1980-11-16,
2076,Gary Lauder,59,1400,Fashion & Retail,United States,,False,M,1962-05-05,
2076,Art Levinson,72,1400,Diversified,United States,,True,M,1950-03-31,
2076,Li Li,58,1400,Healthcare,China,,True,M,1964-02-09,
2076,Guangwei Liang,58,1400,Manufacturing,China,,True,M,1963-09-01,
2076,Scott Lin,89,1400,Technology,Taiwan,,True,M,1933-01-01,
2076,Jenny Lindén Urnes,51,1400,Manufacturing,Sweden,,False,F,1971-03-29,
2076,Anatoly Lomakin,69,1400,Metals & Mining,Russia,,True,M,1952-06-30,
2076,Jeffrey Lorberbaum,67,1400,Manufacturing,United States,,False,M,1954-10-25,
2076,Gary Magness,68,1400,Media & Entertainment,United States,,False,M,1954-02-26,
2076,Zhongwu Mao,59,1400,Manufacturing,China,,True,M,1962-08-13,
2076,Ilson Mateus & family,59,1400,Fashion & Retail,Brazil,,True,M,1963-02-06,
2076,Vadim Moshkovich,54,1400,Food & Beverage,Russia,,True,M,1967-04-06,
2076,Jerry Moyes & family,78,1400,Logistics,United States,,True,M,1944-01-15,
2076,George Alexander Muthoot,66,1400,Finance & Investments,India,,False,M,1955-09-16,
2076,George Jacob Muthoot,69,1400,Finance & Investments,India,,False,M,1952-09-21,
2076,George Thomas Muthoot,71,1400,Finance & Investments,India,,False,M,1950-12-25,
2076,Sara George Muthoot,61,1400,Finance & Investments,India,,False,F,1960-04-22,
2076,Marius Nacht,56,1400,Technology,Israel,,True,M,1966-01-01,
2076,Adam Neumann,43,1400,Real Estate,Israel,,True,M,1979-04-01,
2076,Simon Nixon,54,1400,Technology,United Kingdom,,True,M,1967-08-01,
2076,Stefan Olsson,73,1400,Diversified,Sweden,,False,M,1949-01-01,
2076,Ranjan Pai,49,1400,Service,India,,False,M,1972-11-11,
2076,Antonio Percassi,68,1400,Diversified,Italy,,True,M,1953-06-09,
2076,Mark Pincus,56,1400,Technology,United States,Zynga,True,M,1966-02-13,Chairman
2076,Alexey Repik,42,1400,Healthcare,Russia,,True,M,1979-08-27,
2076,Matthew Roszak,49,1400,Finance & Investments,United States,,True,M,1972-12-09,
2076,Subhash Runwal,78,1400,Real Estate,India,,True,M,1943-05-22,
2076,Carlos Sanchez,60,1400,Healthcare,Brazil,,False,M,1962-01-21,
2076,Martin Selig,84,1400,Real Estate,United States,,True,M,1937-12-31,
2076,Bhadresh Shah,70,1400,Manufacturing,India,,True,M,1951-10-07,
2076,Shao Jianxiong,,1400,Energy,China,,True,M,,
2076,Shu Ping,52,1400,Food & Beverage,Singapore,,True,F,,
2076,Ben Silbermann,39,1400,Media & Entertainment,United States,Pinterest,True,M,1982-07-14,Cofounder
2076,Jared Smith,47,1400,Technology,United States,,True,M,1974-10-02,
2076,Sun Qinghuan,48,1400,Technology,China,,True,M,1973-05-08,
2076,Denis Sverdlov,43,1400,Automotive,Russia,,True,M,1978-06-06,
2076,Prachak Tangkaravakoon,78,1400,Manufacturing,Thailand,,True,M,1944-03-26,
2076,Lina Tombolato,74,1400,Finance & Investments,Italy,,False,F,1947-07-28,
2076,Tong Jinquan,67,1400,Real Estate,China,,True,M,1954-11-01,
2076,Luiza Helena Trajano,70,1400,Fashion & Retail,Brazil,,False,F,1951-10-09,
2076,John Van Lieshout,76,1400,Real Estate,Australia,,True,M,1946-01-12,
2076,Vardis Vardinoyannis & family,89,1400,Energy,Greece,,True,M,1933-01-01,
2076,Jens von Bahr,51,1400,Gambling & Casinos,Sweden,,True,M,1971-02-22,
2076,Wang Fuji,,1400,Healthcare,China,,True,M,,
2076,Wang Jian,68,1400,Technology,China,,True,M,1954-01-01,
2076,Werner O. Weber,83,1400,Manufacturing,Switzerland,,True,M,1939-02-09,
2076,Wei Lidong & family,46,1400,Technology,China,,True,M,1976-01-01,
2076,Drorit Wertheim,66,1400,Food & Beverage,Israel,,False,F,1956-01-01,
2076,Bo Wu,67,1400,Manufacturing,China,,True,M,1954-05-01,
2076,Eugene Wu,76,1400,Finance & Investments,Taiwan,,False,M,1945-05-03,
2076,Wu Xushun & family,73,1400,Diversified,China,,True,M,1948-04-28,
2076,Wenbo Xiang,59,1400,Manufacturing,China,,True,M,1962-06-21,
2076,Swift Xie,42,1400,Technology,China,DJI Technology Co.,True,M,1980-01-01,Entrepreneur
2076,Xu Bingzhong,48,1400,Food & Beverage,China,,True,M,1974-01-01,
2076,Xu Shaochun,59,1400,Technology,China,,True,M,1963-01-01,
2076,Yan Junxu,52,1400,Manufacturing,China,,True,M,1969-07-17,
2076,George Yancopoulos,62,1400,Healthcare,United States,,True,M,1959-09-10,
2076,Gavril Yushvaev,64,1400,Finance & Investments,Russia,,True,M,1957-07-23,
2076,Zhuo Jun,56,1400,Manufacturing,Hong Kong,,False,F,1966-01-01,
2076,Fredrik Österberg,51,1400,Gambling & Casinos,Sweden,,True,M,1971-01-19,
2190,Alberto Alcocer,79,1300,Finance & Investments,Spain,,True,M,1942-12-07,
2190,Alexandra Andresen,25,1300,Diversified,Norway,,False,F,1996-07-23,
2190,Katharina Andresen,26,1300,Diversified,Norway,,False,F,1995-05-21,
2190,Rutger Arnhult,54,1300,Real Estate,Sweden,,True,M,1967-05-08,
2190,Anant Asavabhokin,71,1300,Real Estate,Thailand,,True,M,1950-08-11,
2190,Mehmet Aydinlar,65,1300,Healthcare,Turkey,,True,M,1956-07-27,
2190,Binny Bansal,39,1300,Technology,India,,True,M,1982-12-03,
2190,Sachin Bansal,40,1300,Fashion & Retail,India,,True,M,1981-08-05,
2190,Barbara Benetton,52,1300,Fashion & Retail,Italy,,False,F,1969-07-02,
2190,Othman Benjelloun & family,89,1300,Finance & Investments,Morocco,,False,M,1932-11-01,
2190,Angela Bennett,78,1300,Metals & Mining,Australia,,False,F,1944-04-01,
2190,Oleg Boyko,57,1300,Diversified,Russia,,True,M,1964-09-28,
2190,Anna Maria Braun,43,1300,Healthcare,Germany,,False,F,1979-01-01,
2190,Edouard Carmignac,74,1300,Finance & Investments,France,,True,M,1947-09-04,
2190,Anthony Casalena,39,1300,Technology,United States,,True,M,1982-04-24,
2190,Chang Jing,39,1300,Technology,China,,True,M,1982-08-01,
2190,Jeffrey Cheah,77,1300,Real Estate,Malaysia,,True,M,1945-03-30,
2190,Chen Shiliang,58,1300,Manufacturing,China,,True,M,1963-12-01,
2190,Yuantai Chen,54,1300,Energy,China,,True,M,1968-03-01,
2190,Cheng Xianfeng,53,1300,Healthcare,China,,True,M,1968-12-01,
2190,Chu Jian,59,1300,Manufacturing,China,,True,M,1963-04-01,
2190,Chua Thian Poh,73,1300,Real Estate,Singapore,,True,M,1948-07-11,
2190,Alberto Cortina,76,1300,Finance & Investments,Spain,,True,M,1946-01-20,
2190,Sandor Csanyi,69,1300,Diversified,Hungary,,True,M,1953-03-20,
2190,Sasson Dayan & family,82,1300,Finance & Investments,Brazil,,True,M,1940-04-01,
2190,Anand Deshpande,59,1300,Technology,India,,True,M,1962-05-01,
2190,Richard Desmond,70,1300,Media & Entertainment,United Kingdom,,True,M,1951-12-08,
2190,Shlomo Eliahu,86,1300,Finance & Investments,Israel,,True,M,1936-01-18,
2190,Jose Roberto Ermirio de Moraes,64,1300,Diversified,Brazil,,False,M,1957-11-30,
2190,Jose Ermirio de Moraes Neto,69,1300,Diversified,Brazil,,False,M,1952-06-17,
2190,David Fattal & family,64,1300,Service,Israel,,True,M,1957-06-22,
2190,Marvy Finger,86,1300,Real Estate,United States,,True,M,1935-12-08,Entrepreneur
2190,Adam Foroughi,41,1300,Media & Entertainment,United States,,True,M,1980-05-07,
2190,Richard Fortin,73,1300,Fashion & Retail,Canada,,True,M,1948-09-01,
2190,Luiz Frias,58,1300,Technology,Brazil,,False,M,1963-04-06,Entrepreneur; Journalist
2190,Susumu Fujita,48,1300,Media & Entertainment,Japan,,True,M,1973-05-16,
2190,Simona Giorgetta,44,1300,Construction & Engineering,Italy,,False,F,1977-04-24,
2190,Premchand Godha,75,1300,Healthcare,India,,True,M,1947-01-01,
2190,Mikhail Gutseriev & brother,64,1300,Energy,Russia,,True,M,1958-03-09,
2190,Hang Hong,54,1300,Manufacturing,China,,True,F,1968-01-01,
2190,Alfredo Harp Helu & family,78,1300,Finance & Investments,Mexico,,True,M,1944-03-11,
2190,Jaroslav Hascak & family,52,1300,Finance & Investments,Slovakia,,True,M,1969-08-30,
2190,He Zuxun,56,1300,Food & Beverage,China,,True,M,1965-10-28,
2190,David Hoffman,69,1300,Diversified,United States,,True,M,1952-08-07,
2190,Francis Holder,81,1300,Food & Beverage,France,,True,M,1941-01-01,
2190,Hu Rongda & family,63,1300,Manufacturing,China,,True,M,1959-01-01,
2190,Wei Huang,62,1300,Real Estate,China,,True,M,1959-09-30,
2190,Zarakh Iliev,55,1300,Real Estate,Russia,,True,M,1966-09-09,
2190,Mitchell Jacobson,71,1300,Service,United States,,False,M,1951-03-06,
2190,Jiang Guiting & family,63,1300,Manufacturing,China,,True,M,1958-07-01,
2190,Rajeev Juneja,56,1300,Healthcare,India,,True,M,1965-07-28,
2190,Peter Kelly,64,1300,Technology,United Kingdom,,True,M,1957-07-01,
2190,Kim Nam-jung,49,1300,Food & Beverage,South Korea,,False,M,1973-01-01,
2190,Koon Poh Ming,65,1300,Metals & Mining,Malaysia,,True,M,1956-11-17,
2190,Yuri Kovalchuk,70,1300,Finance & Investments,Russia,,True,M,1951-07-25,
2190,Michael Krasny,68,1300,Technology,United States,Sawdust Investment Management Corp.,True,M,1953-08-08,Investor
2190,Raymond Kwok,68,1300,Real Estate,Hong Kong,,False,M,1953-04-10,
2190,Heikki Kyostila,76,1300,Healthcare,Finland,,True,M,1946-01-19,
2190,Lee Ho-jin,59,1300,Diversified,South Korea,Taekwang Industrial,False,M,1962-12-08,
2190,Bernard Lewis & family,96,1300,Fashion & Retail,United Kingdom,,True,M,1926-02-10,
2190,Fengluan Li,60,1300,Diversified,China,,True,F,1962-01-01,
2190,Hua Li,44,1300,Finance & Investments,China,,True,M,1978-01-01,
2190,Li Ruiqiang,42,1300,Healthcare,China,,True,M,1979-11-01,
2190,Lin Zhijun,46,1300,Healthcare,China,,True,M,1975-09-01,
2190,Lin Zhixiong & family,48,1300,Healthcare,China,,True,M,1973-07-01,
2190,Liu Ming Hui,59,1300,Energy,China,,True,M,1963-01-01,
2190,Xuejing Liu & family,71,1300,Diversified,China,,True,M,1951-01-01,
2190,Lu Yonghua & family,58,1300,Technology,China,,True,M,1963-07-26,
2190,Zhaoxi Lu,53,1300,Technology,China,,True,M,1969-01-01,
2190,Frederic Luddy,67,1300,Technology,United States,ServiceNow,True,M,1954-11-24,Entrepreneur
2190,Miao Yongjun,54,1300,Healthcare,China,,True,M,1967-12-01,
2190,Martin Moller Nielsen,57,1300,Logistics,Denmark,,True,M,1964-08-01,
2190,Neide Helena de Moraes,67,1300,Diversified,Brazil,,False,F,1955-02-15,
2190,Yoshiko Mori,81,1300,Real Estate,Japan,,False,F,1940-09-24,
2190,Mofatraj Munot,77,1300,Real Estate,India,,True,M,1944-10-04,
2190,Randal Nardone,66,1300,Finance & Investments,United States,,True,M,1955-06-22,
2190,God Nisanov,49,1300,Real Estate,Russia,,True,M,1972-04-24,
2190,Vadim Novinsky,58,1300,Metals & Mining,Ukraine,,True,M,1963-06-03,
2190,Satyanarayan Nuwal,69,1300,Manufacturing,India,,True,M,1952-07-25,
2190,John Ocampo,63,1300,Technology,United States,,True,M,1959-04-05,
2190,Pan Gang,51,1300,Food & Beverage,China,,True,M,1970-07-01,
2190,Forrest Preston,89,1300,Healthcare,United States,,True,M,1933-03-22,
2190,Riju Raveendran,39,1300,Technology,India,,True,M,1982-11-11,
2190,P.P. Reddy,64,1300,Construction & Engineering,India,,True,M,1957-08-30,
2190,P.V.Krishna Reddy,52,1300,Construction & Engineering,India,,True,M,1969-06-30,
2190,Satish Reddy,54,1300,Healthcare,India,,False,M,1967-06-09,
2190,Lily Safra,84,1300,Finance & Investments,Monaco,,False,F,1938-01-01,
2190,Richard Saghian,40,1300,Fashion & Retail,United States,,True,M,1981-08-06,
2190,Deniz Sahenk,76,1300,Diversified,Turkey,,False,F,1945-08-06,
2190,Thomas Sandell,61,1300,Finance & Investments,Sweden,Sandell Asset Management,True,M,1961-02-01,Founder
2190,Hajime Satomi,80,1300,Gambling & Casinos,Japan,,True,M,1942-01-16,
2190,James Scapa,65,1300,Technology,United States,,True,M,1957-01-23,
2190,Paul Sciarra,41,1300,Media & Entertainment,United States,,True,M,1981-02-15,
2190,Albert Shigaboutdinov,69,1300,Diversified,Russia,,True,M,1952-11-12,
2190,Nobutoshi Shimamura,96,1300,Fashion & Retail,Japan,,True,M,1926-03-08,
2190,Ron Sim,63,1300,Fashion & Retail,Singapore,,True,M,1958-12-01,
2190,Alexander Sixt,42,1300,Automotive,Germany,,False,M,1979-10-24,
2190,Konstantin Sixt,39,1300,Automotive,Germany,,False,M,1982-12-02,
2190,Terry Snow,78,1300,Real Estate,Australia,,True,M,1943-12-23,
2190,Marco Squinzi,50,1300,Construction & Engineering,Italy,,False,M,1971-09-23,
2190,Veronica Squinzi,50,1300,Construction & Engineering,Italy,,False,F,1972-01-01,
2190,Manny Stul,72,1300,Manufacturing,Australia,,True,M,1949-05-09,
2190,Rustem Sulteev,68,1300,Energy,Russia,,True,M,1954-01-04,
2190,Sehat Sutardja,60,1300,Technology,United States,,True,M,1961-07-09,
2190,Tony Tan Caktiong,69,1300,Food & Beverage,Philippines,,True,M,1953-01-05,
2190,Jim Thompson,82,1300,Logistics,United States,,True,M,1940-01-14,
2190,Carmen Thyssen,78,1300,Manufacturing,Spain,,False,F,1943-04-23,
2190,August Troendle,66,1300,Healthcare,United States,,True,M,1956-01-01,
2190,Joop van den Ende,80,1300,Media & Entertainment,Netherlands,,True,M,1942-02-23,
2190,Sekar Vembu,50,1300,Technology,India,,True,M,1972-01-01,
2190,Sandro Veronesi & family,62,1300,Fashion & Retail,Italy,,True,M,1959-10-18,
2190,Wan Long,81,1300,Food & Beverage,China,,True,M,1940-09-01,
2190,Han Wang,34,1300,Diversified,China,,False,M,1987-08-01,
2190,Wang Jianyi,59,1300,Technology,China,,True,M,1963-01-12,Entrepreneur
2190,Wang Qinghua,56,1300,Manufacturing,China,,True,M,1965-07-01,
2190,Pengcheng Wen & family,59,1300,Food & Beverage,China,,True,M,1962-10-08,
2190,Alfred West; Jr.,79,1300,Finance & Investments,United States,,True,M,1942-12-07,
2190,Dan Wilks,65,1300,Energy,United States,,True,M,1956-05-30,
2190,Farris Wilks,70,1300,Energy,United States,,True,M,1952-02-09,
2190,Gang Xu,58,1300,Manufacturing,China,,True,M,1963-04-17,
2190,Xu Jin,57,1300,Food & Beverage,China,,True,M,1965-01-24,
2190,Tony Xu,37,1300,Technology,United States,,True,M,1984-09-20,
2190,Ye Yanqiao,52,1300,Food & Beverage,China,,True,M,1969-10-01,
2190,Patrick Zalupski,41,1300,Real Estate,United States,,True,M,1980-11-29,
2190,Shengda Zan,59,1300,Diversified,China,,True,M,1963-04-02,
2190,Zeng Chaoyi,53,1300,Manufacturing,China,,True,M,1969-04-01,
2190,Zhang Guiping & family,70,1300,Real Estate,China,,True,M,1951-08-21,
2190,Peng Zhao,51,1300,Service,China,,True,M,1971-01-01,
2190,Zheng Zhiguo,50,1300,Healthcare,China,,True,M,1971-10-01,
2190,Kostyantin Zhevago,48,1300,Metals & Mining,Ukraine,,True,M,1974-01-07,
2190,Zhou Mingjie,64,1300,Technology,China,,True,M,1957-08-01,
2190,Zhu Xingliang,62,1300,Construction & Engineering,China,,True,M,1959-05-01,Entrepreneur
2190,Zhu Yiwen & family,,1300,Healthcare,China,,True,M,,
2190,Zong Yanmin,,1300,Manufacturing,China,,True,M,,
2324,Sanjay Agarwal,51,1200,Finance & Investments,India,,True,M,1970-09-08,
2324,Hamad bin Jassim bin Jaber Al Thani,62,1200,Finance & Investments,Qatar,,False,M,1959-10-01,
2324,Betty Ang,67,1200,Food & Beverage,Philippines,,True,F,1954-11-13,
2324,Christian Angermayer,43,1200,Finance & Investments,Germany,,True,M,1978-04-26,
2324,Mika Anttonen,55,1200,Energy,Finland,,True,M,1966-12-18,
2324,Jose Maria Aristrain,59,1200,Metals & Mining,Spain,,False,M,1962-11-02,
2324,Emilio Azcarraga Jean,54,1200,Media & Entertainment,Mexico,,False,M,1968-02-21,
2324,Thomas Bailey,85,1200,Finance & Investments,United States,,True,M,1937-01-01,
2324,Andrei Bokarev,55,1200,Manufacturing,Russia,,True,M,1966-10-23,
2324,Stephane Bonvin,55,1200,Real Estate,Switzerland,,True,M,1967-01-01,
2324,Ashok Boob,70,1200,Manufacturing,India,,True,M,1952-03-02,
2324,Ludwig Theodor Braun,32,1200,Healthcare,Germany,,False,M,1990-01-01,
2324,Friederike Braun-Luedicke,38,1200,Healthcare,Germany,,False,F,1984-01-01,
2324,Pradip Burman,79,1200,Food & Beverage,India,,False,M,1942-11-02,
2324,Cai Hongbin,,1200,Healthcare,China,,True,M,,
2324,Chang Kuo-Cheng,,1200,Logistics,Taiwan,,False,M,,
2324,Jiancheng Chen,63,1200,Manufacturing,China,,True,M,1959-01-13,
2324,Chen Xueling,54,1200,Manufacturing,China,,True,F,1967-10-16,
2324,Cheng Lili,57,1200,Food & Beverage,China,,True,M,1965-01-01,
